SAMPLE CODE,Acanthurus bahianus,Acanthurus chirurgus,Acanthurus coeruleus,Acanthurus tractus,Aetobatus narinari,Alectis ciliaris,Balistes vetula,Calamus pennatula,Canthidermis sufflamen,Caranx crysos,Caranx hippos,Caranx latus,Caranx lugubris,Caranx ruber,Carcharhinus limbatus,Carcharhinus perezii,Cephalopholis cruentata,Cephalopholis fulva,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Decapterus macarellus,Elagatis bipinnulata,Epinephelus adscensionis,Epinephelus guttatus,Epinephelus itajara,Epinephelus striatus,Gerres cinereus,Ginglymostoma cirratum,Gymnothorax moringa,Haemulon plumierii,Holacanthus ciliaris,Holacanthus tricolor,Hypanus americanus,Istiophorus albicans,Lachnolaimus maximus,Lactophrys trigonus,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus cyanopterus,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Microspathodon chrysurus,Mycteroperca interstitialis,Mycteroperca tigris,Mycteroperca venenosa,Negaprion brevirostris,Ocyurus chrysurus,Pomacanthus paru,Pterois volitans,Scarus coelestinus,Scarus iseri,Scarus taeniopterus,Scomberomorus regalis,Seriola rivoliana,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma radians,Sparisoma rubripinne,Sparisoma viride,Sphyraena barracuda,Trachinotus falcatus,,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT
2015Puerto Botes 15m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.24,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,106.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.97,,0.00,0.00,319.17,0.00,0.00,0.00,227.84,0.00,0.00,0.00,45.52,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,4
2015Puerto Botes 15m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,180.40,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,67.44,61.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 15m,Intermediate,5
2015Puerto Botes 20m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.07,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,248.31,0.00,0.00,0.00,0.00,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,1
2015Puerto Botes 20m2,,,,,0.00,0.00,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.16,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,,0.00,0.00,350.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,2
2015Puerto Botes 20m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.07,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9788.51,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,351.97,,643.48,0.00,25.29,0.00,0.00,0.00,0.37,0.00,0.00,0.00,1093.20,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,3
2015Puerto Botes 20m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,115.11,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,40.06,20.58,0.00,0.00,113.45,0.00,0.00,0.00,47.18,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,4
2015Puerto Botes 20m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1292.42,0.00,105.27,0.00,0.00,0.00,1140.38,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Botes 20m,Intermediate,5
2015Puerto Canoas 30m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,8.55,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22463.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,275.65,0.00,44.97,0.00,227.72,0.00,151.22,0.00,0.00,0.00,723.07,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,1
2015Puerto Canoas 30m2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.20,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8000.00,0.00,0.00,,433.33,0.00,607.93,0.00,0.00,0.00,143.04,0.00,0.00,0.00,1539.99,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,2
2015Puerto Canoas 30m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.20,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16656.06,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,726.80,0.00,16.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.76,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,3
2015Puerto Canoas 30m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,654.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,109.62,0.00,0.00,0.00,210.54,0.00,0.00,41.17,0.00,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,4
2015Puerto Canoas 30m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120.20,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20020.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,16.86,0.00,0.00,0.00,37.77,657.63,0.00,0.00,0.00,0.00,0.00,,2015,Mona/Desecheo,Isla Desecheo,Puerto Canoas 30m,Mesophotic,5
2015Reserva Isla Verde1,,,,,7100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.10,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,North/Northeast,Carolina,Reserva Isla Verde,Very Shallow,1
2015Reserva Isla Verde2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.10,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,North/Northeast,Carolina,Reserva Isla Verde,Very Shallow,2
2015Reserva Isla Verde3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,North/Northeast,Carolina,Reserva Isla Verde,Very Shallow,3
2015Reserva Isla Verde4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.16,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,North/Northeast,Carolina,Reserva Isla Verde,Very Shallow,4
2015Reserva Isla Verde5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.52,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,8.18,0.00,0.00,0.00,0.00,0.00,0.00,,2015,North/Northeast,Carolina,Reserva Isla Verde,Very Shallow,5
2015Resuellos1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,338.18,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,254.47,0.00,172.47,0.00,0.00,0.00,143.04,0.00,0.00,0.00,169.61,0.00,0.00,,2015,West,Cabo Rojo,Resuellos,Shallow,1
2015Resuellos2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,544.78,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.82,,0.00,0.00,135.93,0.00,0.00,0.00,129.81,0.00,0.00,0.00,169.61,0.00,0.00,,2015,West,Cabo Rojo,Resuellos,Shallow,2
2015Resuellos3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.98,,0.00,0.00,89.94,0.00,0.00,0.00,57.26,0.00,0.00,0.00,94.36,0.00,0.00,,2015,West,Cabo Rojo,Resuellos,Shallow,3
2015Resuellos4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.67,,0.00,0.00,73.78,0.00,0.00,0.00,75.54,0.00,0.00,0.00,273.83,0.00,0.00,,2015,West,Cabo Rojo,Resuellos,Shallow,4
2015Resuellos5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1300.00,106.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,741.90,,0.00,0.00,297.19,0.00,0.00,0.00,91.90,0.00,0.00,0.00,251.07,0.00,0.00,,2015,West,Cabo Rojo,Resuellos,Shallow,5
2015Tourmaline 10m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,2.20,254.50,0.00,0.00,45.95,0.00,0.00,0.00,703.03,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 10m,Shallow,1
2015Tourmaline 10m2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,207.37,0.00,0.00,0.00,93.75,0.00,0.00,0.00,69.94,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 10m,Shallow,2
2015Tourmaline 10m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,930.98,0.00,0.00,0.00,84.09,0.00,0.00,0.00,538.84,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 10m,Shallow,3
2015Tourmaline 10m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,105.44,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,16.86,516.54,0.00,0.00,270.65,0.00,0.00,0.00,433.58,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 10m,Shallow,4
2015Tourmaline 10m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,17.10,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,366.54,0.00,0.00,0.00,114.05,0.00,0.00,0.00,169.61,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 10m,Shallow,5
2015Tourmaline 20m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,204.68,255.44,0.00,0.00,0.00,0.00,0.00,0.00,1225.21,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 20m,Intermediate,1
2015Tourmaline 20m2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,439.34,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.67,,0.00,0.00,182.70,255.44,0.00,0.00,113.31,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 20m,Intermediate,2
2015Tourmaline 20m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.67,,0.00,0.00,0.00,404.40,0.00,0.00,0.00,0.00,0.00,0.00,251.07,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 20m,Intermediate,3
2015Tourmaline 20m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,1080.32,0.00,0.00,227.84,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 20m,Intermediate,4
2015Tourmaline 20m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,148.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1295.15,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 20m,Intermediate,5
2015Tourmaline 30m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,97.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 30m,Mesophotic,1
2015Tourmaline 30m2,,,,,0.00,0.00,1300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,261.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 30m,Mesophotic,2
2015Tourmaline 30m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,25.29,207.87,0.00,0.00,113.45,0.00,0.00,0.00,723.07,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 30m,Mesophotic,3
2015Tourmaline 30m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,0.00,0.00,0.00,0.00,,0.00,0.00,261.39,0.00,0.00,0.00,75.54,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 30m,Mesophotic,4
2015Tourmaline 30m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,177.06,0.00,0.00,0.00,91.90,0.00,0.00,0.00,22.76,0.00,0.00,,2015,West,Cabo Rojo,Tourmaline 30m,Mesophotic,5
2015Tres Palmas 10m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,79.59,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,183.52,0.00,0.00,106.75,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 10m,Shallow,1
2015Tres Palmas 10m2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,23.76,0.00,0.00,25.28,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 10m,Shallow,2
2015Tres Palmas 10m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.52,,,,0.00,0.00,0.00,232.74,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,13.86,0.00,0.00,64.53,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 10m,Shallow,3
2015Tres Palmas 10m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.04,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,622.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 10m,Shallow,4
2015Tres Palmas 10m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.24,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,262.04,0.00,0.00,16.36,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 10m,Shallow,5
2015Tres Palmas 20m1,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.08,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,38.14,0.00,0.00,0.00,58.56,0.00,0.00,,2015,West,Rincon,Tres Palmas 20m,Intermediate,1
2015Tres Palmas 20m2,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.04,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 20m,Intermediate,2
2015Tres Palmas 20m3,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,473.87,0.00,0.00,17.47,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 20m,Intermediate,3
2015Tres Palmas 20m4,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,64.08,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,261.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,134.54,0.00,0.00,19.80,0.00,0.00,37.77,0.00,0.00,0.00,446.79,0.00,0.00,,2015,West,Rincon,Tres Palmas 20m,Intermediate,4
2015Tres Palmas 20m5,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.16,35.52,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,24.54,0.00,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,,2015,West,Rincon,Tres Palmas 20m,Intermediate,5
