SAMPLE CODE,Rugosity (m),Reef overhang,Rubble,Sand,Sand and rubble,Gaps/Holes,Abiotic (total),Lebrunia neglecta,Phymanthus crucifer,Ricordea florida,Anemone spp. ,Anemones (total),Eudistoma spp. ,Trididemnum solidum,Ascidian spp. ,Tunicata (total),CCA (total),Cyanobacteria (total),Thalassia testudinum,Seagrass (total),Amphiroa spp. ,Asparagopsis taxiformis,Asparagopsis taxiformis on Ramicrusta,Caulerpa racemosa,Caulerpa spp.  ,Caulerpa spp.  on Ramicrusta,Dichotomaria marginata,Dictyota spp. ,Dictyota spp.  on Ramicrusta,Galaxaura spp. ,Galaxaura spp.  on Ramicrusta,Gracilaria spp. ,Halimeda discoidea,Halimeda spp. ,Halimeda spp.  on Ramicrusta,Halimeda tuna,Jania spp. ,Lobophora spp. ,Lobophora variegata,Lobophora variegatus on Ramicrusta,Martensia pavonia,Padina spp. ,Sargassum hystrix,Sargassum natans,Stypopodium spp. ,Stypopodium zonale,Udotea spp.  ,Valonia ventricosa,Wrangelia bicuspidata,Macroalgae spp. ,Macroalgae (total),Ramicrusta spp. ,Peyssonnelia spp. ,Peyssonneliaceae (total),Turf (mixed) on Ramicrusta,Turf (mixed) with sediment,Turf (mixed),Turf Algae (total),Antillogorgia acerosa,Antillogorgia americana,Antillogorgia bipinnata,Antillogorgia rigida,Eunicea calyculata,Eunicea flexuosa,Eunicea mammosa,Eunicea pallida,Eunicea spp. ,Eunicea succinea,Eunicea tourneforti,Gorgonia mariae,Gorgonia ventalina,Muricea atlantica,Muricea elongata,Muricea muricata,Muricea pinnata,Muriceopsis flavida,Plexaura homomalla,Plexaura kukenthali,Plexaura spp. ,Plexaurella nutans,Pseudoplexaura flagellosa,Pseudoplexaura spp. ,Pseudoplexaura wagenaari,Pterogorgia guadalupensis,Pterogorgia spp.  ,Octocoral spp.,Octocorals (total erect),Briareum asbestinum,Erythropodium caribaeorum,Octocoral spp. (encrusting),Octocorals (total encrusting),Antillogorgia acerosa (# col.),Antillogorgia americana (# col.),Antillogorgia bipinnata (# col.),Antillogorgia spp.  (# col.)  ,Briareum asbestinum (# col.),Erythropodium caribaeorum (# col.),Eunicea asperula (# col.),Eunicea calyculata (# col.),Eunicea flexuosa (# col.),Eunicea lacinata (# col.),Eunicea laxispica (# col.),Eunicea mammosa (# col.),Eunicea spp.  (# col.),Eunicea succinea (# col.),Eunicea tourneforti (# col.),Gorgonia ventalina (# col.),Muricea atlantica (# col.),Muricea elongata (# col.),Muricea laxa (# col.),Muricea muricata (# col.),Muricea spp.  (# col).,Muriceopsis flavida (# col.),Plexaura homomalla (# col.),Plexaura kukenthali (# col.),Plexaura kuna (# col.),Plexaura spp.  (# col.),Plexaurella dichotoma (# col.),Plexaurella nutans (# col.),Plexaurella spp.  (# col.),Pseudoplexaura flagellosa (# col.),Pseudoplexaura porosa (# col.),Pterogorgia citrina (# col.),Pterogorgia guadalupensis (# col.),Pterogorgia spp.  (# col.),Octocoral (total # col.),Agelas citrina,Agelas clathrodes,Agelas conifera,Agelas dispar,Agelas sceptrum,Agelas spp. ,Agelas sventres,Agelas tubulata,Aiolochroia crassa,Amphimedon compressa,Amphimedon viridis,Aplysina archeri,Aplysina cauliformis,Aplysina fistularis,Aplysina fulva,Aplysina lacunosa,Aplysina spp. ,Biemna caribea,Biemna spp. ,Callyspongia armigera,Callyspongia fallax,Callyspongia plicifera,Callyspongia spp. ,Callyspongia tenerrima,Callyspongia vaginalis,Chondrilla caribensis,Chondrosia collectrix,Cinachyrella apion,Cinachyrella kuekenthali,Clathria spp.  ,Clathria venosa,Cliona aprica,Cliona caribbaea,Cliona delitrix,Cliona laticavicola,Cliona spp.  ,Cliona tenuis,Cliona varians,Cribrochalina vasculum,Desmapsamma spp. ,Desmapsamma anchorata,Dictyonella funicularis,Dictyonella spp. ,Diplastrella spp. ,Dragmacidon reticulatum,Dysidea etheria,Dysidea janiae,Ectyoplasia ferox,Geodia neptuni,Haliclona spp. ,Halisarca caerulea,Halisarca spp. ,Iotrochota arenosa,Iotrochota birotulata,Ircinia campana,Ircinia felix,Ircinia spp. ,Ircinia strobilina,Monanchora arbuscula,Mycale laevis,Mycale laxissima,Neofibularia nolitangere,Neopetrosia carbonaria,Neopetrosia proxima,Neopetrosia rosariensis,Neopetrosia spp. ,Niphates alba,Niphates caribica,Niphates caycedoi,Niphates digitalis,Niphates erecta,Niphates spp. ,Petrosia pellasarca,Petrosia spp. ,Petrosia weinbergi,Phorbas amaranthus,Placospherastra micraster,Plakortis angulospiculatus,Plakortis halichondrioides,Plakortis spp. ,Prosuberites laughlini,Ptilocaulis walpersii,Scopalina ruetzleri,Smenospongia aurea,Smenospongia conulosa,Spheciospongia vesparium,Spirastrella coccinea,Spirastrella hartmani,Suberea spp. ,Svenzea zeai,Tedania klausi,Topsentia ophiraphidites,Topsentia spp. ,Verongula reiswigi,Verongula rigida,Verongula spp. ,Xestospongia muta,Sponge spp. ,Sponges (total),Acropora cervicornis,Acropora palmata,Acropora prolifera,Agaricia agaricites,Agaricia grahamae,Agaricia humilis,Agaricia lamarcki,Agaricia spp.  ,Colpophyllia natans,Dendrogyra cylindrus,Dichocoenia stokesii,Diploria labyrinthiformis,Eusmilia fastigiata,Helioseris cucullata,Isophyllia rigida,Isophyllia sinuosa,Madracis auretenra,Madracis carmabi,Madracis decactis,Madracis formosa,Madracis pharensis,Madracis senaria,Madracis spp. ,Manicina areolata,Meandrina meandrites,Montastraea cavernosa,Mussa angulosa,Mycetophyllia aliciae,Mycetophyllia danaana,Mycetophyllia ferox,Mycetophyllia lamarckiana,Mycetophyllia spp. ,Oculina diffusa,Orbicella annularis,Orbicella annularis (complex),Orbicella faveolata,Orbicella franksi,Porites astreoides,Porites colonensis,Porites divaricata,Porites furcata,Porites porites,Pseudodiploria clivosa,Pseudodiploria strigosa,Scolymia cubensis,Scolymia spp. ,Siderastrea radians,Siderastrea siderea,Solenastrea bournoni,Stephanocoenia intersepta,Stony Coral spp. ,Millepora alcicornis,Millepora complanata,Millepora spp. ,Millepora squarrosa,Stylaster roseus,Stony Corals (total),Stony Corals (total # diseased col.),Stony Corals (total #col.),Partially bleached coral (total),Recently dead coral (total),Condominium spp.  ,Palythoa grandis,Palythoa caribaeorum,Zoanthids (total),,YEAR,REGION,LOCATION,SITE NAME,DEPTH ZONE,TRANSECT
2013El Seco5,0,0,0,6.5,0,0,6.5,0,0,0,0,0,0,0,0,0,13.4,1.7,0,0,,,,,0,,,0,,0,,,,0,,,0,4.1,,,,0,0,,,,,,,0,4.1,0,0,0,,,40.5,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0.4,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0.4,0,0,0,0.4,0.4,0,1.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28.6,,,0.8,0,0,0,0,0,0,0,0,0,0.4,0,0,0.1,0,0,0,0,0,33.1,,,0,0,0,0,0,0,,2013,Vieques/Culebra,Isla Vieques,El Seco,MESOPHOTIC,5
2013Esperanza1,1.77,3.1,0,4.9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,0.4,,0,,,,2.4,,,0,0,,,,0,0,,,,,,,0,2.8,0,0,0,,,69.4,69.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0,0,0,0,1.2,0.5,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,0,0,0,0,0.4,,,0,0,,,0,,0,0,,,,,0,,,,0,1.9,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0.4,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1,0,,0,,,1.7,0,0,0.2,0,0,1,0,0,0,4.5,0,0,0,0,0,0,0,0,14.4,,,0,0,0,0,0,0,,2013,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,1
2013Esperanza2,2.52,2.2,1.3,1.9,0,0,5.4,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,0.1,,0,,,,2.4,,,0,0,,,,0,0,,,,,,,0,2.5,0,0,0,,,84.1,84.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0.4,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0.2,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6,0,,0,,,2.6,0,0,0,0,0,0.3,0,0,0,0.5,0,0,0.1,0.3,0,0,0,0,6,,,0,0,0,0,0,0,,2013,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,2
2013Esperanza3,4.62,1.6,0,0.6,0,0,2.2,0,0,0,0,0,0,0,0,0,0,2.1,0,0,,,,,0,,,3.4,,0,,,,0,,,0,0,,,,0,0,,,,,,,0,3.4,0,0,0,,,78.7,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0.7,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,,0,,,1.8,0,0,0,0,0,1.6,0,0,0,0.3,0,0,0.1,2.5,0,0,0,0,12.1,,,0,0,0,0,0,0,,2013,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,3
2013Esperanza4,1.35,1.2,0,2.8,0,0,4.1,0,0,0,0,0,0,0,0,0,0,2.2,0,0,,,,,0,,,2.1,,0,,,,2.5,,,0,0,,,,0,0,,,,,,,0,4.6,0,0,0,,,77.6,77.6,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.1,0.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0.6,0,0,0,0,0,,,0,0,,,0.7,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,1.1,0,0,0,0,0,,0,0,0,0.6,0,,,0,,,,,0,0.4,0.7,,0,,,,,0,0,,0,0,0,,0,1.2,0,,,0,,,1,,0,,0,0.1,6.4,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,,0,,,0,0,0,0.1,0,0,0,0,0,0,1.1,0,0.4,0,0.6,0,0,0,0,3.3,,,0,0,0,0,0,0,,2013,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,4
2013Esperanza5,2.59,6.3,2.2,4.3,0,0,12.9,0,0,0,0,0,0,0,0,0,0.6,0.9,0,0,,,,,0,,,4.8,,0,,,,2.4,,,0,1.6,,,,0,0,,,,,,,0,8.8,0,0,0,,,58.3,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0.4,0,0,0,0,0.1,1.7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0.3,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0.3,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0,,0,,,0,0,0,0.9,0,0,0.7,0,0,0,1.1,0,1.1,0,0.6,0,0,0,0,16.3,,,0,0,0,0,0,0,,2013,Vieques/Culebra,Isla Vieques,Esperanza,Shallow,5
2013Gallardo (2013)1,5.04,9.5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,58,0,0,0,,,,,0,,,3.7,,0,,,,0,,,0,0,,,,0,0,,,,,,,0,3.7,0,0,0,,,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0,0,15.6,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19.7,,,0,0,0,0,0,0,,2013,West,Cabo Rojo,Gallardo (2013),Very Shallow,1
2013Gallardo (2013)2,7.57,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,38.4,0,0,0,,,,,0,,,0,,0.6,,,,0.2,,,1.2,0,,,,0,0,,,,,,,0,2,0,0,0,,,9.1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0,0,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,31.2,,,0,0,0,0,0,0,,2013,West,Cabo Rojo,Gallardo (2013),Very Shallow,2
2013Gallardo (2013)3,8.04,20.7,0,0,0,0,20.7,0,0,0,0,0,0,0,0,0,49.9,0,0,0,,,,,0,,,2.9,,0,,,,1.2,,,0,0,,,,0,0,,,,,,,0,4.1,0,0,0,,,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0,0,22.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,,,0,0,0,0,0,0,,2013,West,Cabo Rojo,Gallardo (2013),Very Shallow,3
2013Gallardo (2013)4,8.07,22.1,0,0,0,0,22.1,0,0,0,0,0,0,0,0,0,51.6,0.7,0,0,,,,,0,,,0.2,,0,,,,0.2,,,0,0,,,,0,0,,,,,,,0,0.4,0,0,0,,,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,,,0,0,0,0,0,0,,2013,West,Cabo Rojo,Gallardo (2013),Very Shallow,4
2013Gallardo (2013)5,4.83,20.8,0,0,0,2.5,23.3,0,0,0,0,0,0,0,0,0,27.8,0,0,0,,,,,0,,,0,,0,,,,0,,,0,0,,,,0,0,,,,,,,0,0,0,0,0,,,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,0,0,43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.9,,,0,0,0,0,0,0,,2013,West,Cabo Rojo,Gallardo (2013),Very Shallow,5
2013Efras Wall1,4.32,0,0,2.9,0,0,2.9,0,0,0,0,0,0,0,0,0,1,2.3,0,0,,,,,0,,,2.6,,0,,,,9.8,,,0,24.5,,,,0.3,0,,,,,,,0.3,37.5,0,0,0,,,31.8,31.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.9,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,0,0,0,0.9,0.7,,,0.3,0,,,1.6,,0,0,,,,,0,,,,0,0,,,0,0,,,0.8,,,0,,0,,,0,0,,,,,0,1,,0,0,0,0,0.5,0,,0,0,0.2,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0.2,6.2,0,0,0,8.9,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,,1.5,,,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,17.4,,,0,0,0,0,0,0,,2013,Southwest,La Parguera,Efras Wall,Intermediate,1
2013Efras Wall2,2.14,1.2,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.2,0,0,0,,,,,0,,,2,,0,,,,0,,,0.9,23.2,,,,0,0,,,,,,,0,26.1,0,0,0,,,48.7,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,5.5,0,0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,0,0,1.2,0.5,0,,,1,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0.2,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0.1,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0.8,3.8,0,0,0,4.8,0,1.7,0,4.3,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0.9,0,0,0,0,0,0,0,0,0,0,0,0.2,0.1,0,0,0,0,0,13.4,,,0,0,0,0,0,0,,2013,Southwest,La Parguera,Efras Wall,Intermediate,2
2013Efras Wall3,1.76,0,0,2.1,0,0,2.1,0,0,0,0,0,0,0,0,0,1.5,0.6,0,0,,,,,0,,,2,,0,,,,0,,,0,40.2,,,,0,0,,,,,,,0,42.2,0,0,0,,,36.7,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0,0,0,0.8,1,0.7,,,0.5,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0.8,0,0.2,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0,4,0,0,0,2.5,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,,2.3,,,0,0,0,0,0.7,0,0,0,0,0,0.5,0,0,0,0.1,0,0,0,0,10.3,,,0,0,0,0,0,0,,2013,Southwest,La Parguera,Efras Wall,Intermediate,3
2013Efras Wall4,2.1,1.5,0,5,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,,4.7,,0,,,,0,,,0.3,23.5,,,,0,0,,,,,,,0.6,29.1,0,0,0,,,39.2,39.2,0,0,0,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.7,0,0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,2.1,0,1.2,,,0.2,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0.2,0,0,,,0,,,,,0,0.3,0,,0.2,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,0.4,4.6,0,0,0,2.3,0,3.6,0,5.8,0,0,0,0,2,0,0,0,0,0,1.7,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,,,0,0,0,0,0,0,,2013,Southwest,La Parguera,Efras Wall,Intermediate,4
2013Efras Wall5,3.58,3.4,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,2.1,2,0,0,,,,,0,,,1.8,,0,,,,0,,,0,37.2,,,,0,0,,,,,,,0,39,0,0,0,,,25.5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0.9,0.2,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0.1,0,,0,0,0,0,0,,,0,,,,,0,0,0.3,,0,,,,,0,0,,0,0,0.2,,0,0,0,,,0,,,0.1,,0,,0,0.1,1.9,0,0,0,7.5,0,0.9,0,1.3,0,0,0,0,4.2,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,0,0,0,0,0.2,0,5.2,0,0,0,0,0,0,0.1,0,0,0,0,0,20.8,,,0,0,0,0,0,0,,2013,Southwest,La Parguera,Efras Wall,Intermediate,5
2013Guayama Outer Shelf1,0.75,0,0,9.6,0,0,9.6,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,,,0,,0,,,,0,,,0,0,,,,0,0,,,,,,,9.6,9.6,0,0,0,,,54.4,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,4.3,4.3,0,0,0,5.6,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,2.6,,,0.5,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,21,,,0,0,0,0,0,0,,2013,Southeast,Guayama,Guayama Outer Shelf,Intermediate,1
2013Guayama Outer Shelf2,1.28,1.9,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,1.5,0,0,0,,,,,0,,,0,,0,,,,0,,,0,0,,,,0,0,,,,,,,0,0,0,0,0,,,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,5.3,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,,4,,,1.4,0,0,0,0.6,0,0,0,0,0.5,3.2,0,0,0,0,0,0,0,0,18.4,,,0,0,0,0,0,0,,2013,Southeast,Guayama,Guayama Outer Shelf,Intermediate,2
2013Guayama Outer Shelf3,1.06,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,0,,,0,,0,,,,0,,,0,0,,,,0,0,,,,,,,0,0,0,0,0,,,62.2,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,,,0,,0,0,,,,,0,,,,0,0,,,0,0,,,0,,,0,,0,,,0,0,,,,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,,,,0,0,0,,0,,,,,0,0,,0,0,0,,0,0,0,,,0,,,0,,0,,0,4.1,4.1,0,0,0,0.8,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,,7.7,,,6.6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,,,0,0,0,0,0,0,,2013,Southeast,Guayama,Guayama Outer Shelf,Intermediate,3
